FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
mini-xml.license,SPDXRef-item3707,NOASSERTION,,"      
  LicenseRef-scancode-mini-xml-exception-lgpl-2.0 AND   
  LGPL-2.0-or-later AND   
  LGPL-2.0-only",NOASSERTION
minpack.license,SPDXRef-item4623,NOASSERTION,,"  
  Minpack AND   
  BSD-2-Clause",NOASSERTION
mir-os.license,SPDXRef-item2760,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND   
  MirOS AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
miros-html.license,SPDXRef-item4875,NOASSERTION,,"  
  MirOS",NOASSERTION
mit-0.license,SPDXRef-item4589,NOASSERTION,,"  
  MIT-0",NOASSERTION
mit-1995.license,SPDXRef-item3683,NOASSERTION,,"      
  LicenseRef-scancode-mit-1995 AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
mit-ack.license,SPDXRef-item4045,NOASSERTION,,"  
  MIT-feh AND   
  MIT",NOASSERTION
mit-addition.license,SPDXRef-item2859,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-mit-addition AND   
  MIT-Wu",NOASSERTION
mit-export-control.license,SPDXRef-item4957,NOASSERTION,,"  
  LicenseRef-fossology-Xerox-style AND       
  LicenseRef-scancode-unknown-license-reference AND   
  Xerox AND   
  LicenseRef-fossology-GPL",NOASSERTION
mit-khronos-old.license,SPDXRef-item3306,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-khronos",NOASSERTION
mit-kyle-restrictions.license,SPDXRef-item4466,NOASSERTION,,"  
  MIT",NOASSERTION
mit-license-1998.license,SPDXRef-item4409,NOASSERTION,,"  
  HPND AND   
  MIT AND       
  LicenseRef-scancode-mit-license-1998 AND   
  NTP",NOASSERTION
mit-modern.license,SPDXRef-item4604,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND   
  MIT-Modern-Variant",NOASSERTION
mit-nagy.license,SPDXRef-item4816,NOASSERTION,,"      
  LicenseRef-scancode-mit-nagy AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
mit-no-advert-export-control.license,SPDXRef-item4109,NOASSERTION,,"  
  HPND-export-US AND   
  LicenseRef-fossology-MIT-CMU-style AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-mit-no-advert-export-control AND   
  HPND AND   
  LicenseRef-fossology-GPL",NOASSERTION
mit-no-false-attribs.license,SPDXRef-item3783,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  MIT AND   
  MITNFA AND       
  LicenseRef-scancode-other-copyleft",NOASSERTION
mit-no-trademarks.license,SPDXRef-item3841,NOASSERTION,,"      
  LicenseRef-scancode-mit-no-trademarks AND   
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-proprietary-license AND   
  MIT AND   
  LicenseRef-fossology-WordNet-3.0",NOASSERTION
mit-old-style-no-advert.license,SPDXRef-item4908,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND   
  LicenseRef-fossology-MIT-CMU-style AND   
  NTP AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
mit-old-style-sparse.license,SPDXRef-item2746,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-mit-old-style-sparse",NOASSERTION
mit-old-style.license,SPDXRef-item4502,NOASSERTION,,"  
  LicenseRef-fossology-MIT-CMU-style AND       
  LicenseRef-scancode-mit-old-style",NOASSERTION
mit-readme.license,SPDXRef-item4998,NOASSERTION,,"      
  LicenseRef-scancode-mit-readme AND   
  MIT-0 AND   
  MIT",NOASSERTION
mit-specification-disclaimer.license,SPDXRef-item3320,NOASSERTION,,"      
  LicenseRef-scancode-mit-specification-disclaimer AND   
  LicenseRef-fossology-Xerox-style",NOASSERTION
mit-synopsys.license,SPDXRef-item4838,NOASSERTION,,"      
  LicenseRef-scancode-mit-synopsys AND   
  MIT-testregex AND   
  MIT",NOASSERTION
mit-taylor-variant.license,SPDXRef-item2949,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-mit-taylor-variant",NOASSERTION
mit-testregex.license,SPDXRef-item5171,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND   
  MIT-testregex AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
mit-veillard-variant.license,SPDXRef-item2827,NOASSERTION,,"  
  ISC AND       
  LicenseRef-scancode-mit-veillard-variant",NOASSERTION
mit-with-modification-obligations.license,SPDXRef-item3114,NOASSERTION,,"  
  HPND-export-US AND   
  LicenseRef-fossology-MIT-CMU-style AND   
  HPND AND       
  LicenseRef-scancode-mit-modification-obligations",NOASSERTION
mit-xfig.license,SPDXRef-item3238,NOASSERTION,,"  
  Xfig AND   
  LicenseRef-fossology-X11-style AND       
  LicenseRef-scancode-mit-xfig",NOASSERTION
mit.license,SPDXRef-item4216,NOASSERTION,,"      
  LicenseRef-scancode-unknown AND   
  MIT AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
mmixware.license,SPDXRef-item4148,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-other-permissive AND   
  MMIXware",NOASSERTION
mod-dav-1.0.license,SPDXRef-item4437,NOASSERTION,,"      
  LicenseRef-scancode-mod-dav-1.0 AND   
  BSD-Advertising-Acknowledgement AND   
  BSD-3-Clause-Attribution AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
monetdb-1.1.license,SPDXRef-item3241,NOASSERTION,,"      
  LicenseRef-scancode-monetdb-1.1 AND   
  LicenseRef-fossology-Dual-license AND   
  MPL-1.1",NOASSERTION
mongodb-sspl-1.0.license,SPDXRef-item3224,NOASSERTION,,"  
  LicenseRef-fossology-GPL-3.0-only-possibility AND   
  LicenseRef-fossology-AGPL-3.0-or-later AND       
  LicenseRef-scancode-free-unknown AND   
  SSPL-1.0",NOASSERTION
monkeysaudio.license,SPDXRef-item4987,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND       
  LicenseRef-scancode-proprietary-license AND   
  GPL-1.0-or-later AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
morbig-ieee-std-usage.license,SPDXRef-item4543,NOASSERTION,,"  
  GPL-3.0-only AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
motorola.license,SPDXRef-item3342,NOASSERTION,,"      
  LicenseRef-scancode-motorola",NOASSERTION
motosoto-0.9.1.license,SPDXRef-item4181,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown AND   
  Motosoto AND   
  LicenseRef-fossology-Jabber-1.0",NOASSERTION
moxa-linux-firmware.license,SPDXRef-item4501,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-moxa-linux-firmware",NOASSERTION
mozilla-gc.license,SPDXRef-item3250,NOASSERTION,,"  
  LicenseRef-fossology-NotreDame-style AND       
  LicenseRef-scancode-mozilla-gc AND   
  Boehm-GC",NOASSERTION
mozilla-ospl-1.0.license,SPDXRef-item3669,NOASSERTION,,"      
  LicenseRef-scancode-mozilla-ospl-1.0 AND   
  CC0-1.0 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
mpeg-7.license,SPDXRef-item3779,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-mpeg-7",NOASSERTION
mpeg-iso.license,SPDXRef-item4154,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-mpeg-iso",NOASSERTION
mpeg-ssg.license,SPDXRef-item2987,NOASSERTION,,"  
  MPEG-SSG AND       
  LicenseRef-scancode-mpeg-ssg",NOASSERTION
mpi-permissive.license,SPDXRef-item2685,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND   
  mpi-permissive",NOASSERTION
mpich.license,SPDXRef-item3479,NOASSERTION,,"  
  mpich2",NOASSERTION
mpich2.license,SPDXRef-item2784,NOASSERTION,,"  
  mpich2",NOASSERTION
mpl-1.0.license,SPDXRef-item2863,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  MPL-1.0 AND   
  MPL-1.1",NOASSERTION
mpl-1.1.license,SPDXRef-item3687,NOASSERTION,,"  
  CUA-OPL-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  MPL-1.1",NOASSERTION
mpl-2.0-no-copyleft-exception.license,SPDXRef-item4873,NOASSERTION,,"  
  MPL-2.0-no-copyleft-exception AND   
  MPL-2.0",NOASSERTION
mpl-2.0.license,SPDXRef-item4315,NOASSERTION,,"  
  MPL-2.0-no-copyleft-exception AND   
  MPL-2.0",NOASSERTION
mplus.license,SPDXRef-item3716,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND   
  mplus",NOASSERTION
ms-api-code-pack-net.license,SPDXRef-item5112,NOASSERTION,,"      
  LicenseRef-scancode-ms-jdbc-driver-41-sql-server AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-asp-net-ajax-supplemental-terms.license,SPDXRef-item3255,NOASSERTION,,"      
  LicenseRef-scancode-ms-net-framework-4-supp-terms AND       
  LicenseRef-scancode-ms-asp-net-ajax-supp-terms AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ms-asp-net-mvc3.license,SPDXRef-item2942,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-asp-net-mvc3 AND       
  LicenseRef-scancode-ms-net-framework-4-supp-terms AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
ms-asp-net-mvc4-extensions.license,SPDXRef-item4899,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-asp-net-mvc4-extensions AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-asp-net-mvc4.license,SPDXRef-item4580,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-asp-net-mvc4 AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-asp-net-software.license,SPDXRef-item4579,NOASSERTION,,"      
  LicenseRef-scancode-ms-asp-net-software AND   
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
ms-asp-net-tools-pre-release.license,SPDXRef-item4465,NOASSERTION,,"      
  LicenseRef-scancode-ms-asp-net-tools-pre-release AND   
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
ms-asp-net-web-optimization-framework.license,SPDXRef-item3847,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-asp-net-web-optimization",NOASSERTION
ms-asp-net-web-pages-2.license,SPDXRef-item3522,NOASSERTION,,"      
  LicenseRef-scancode-ms-asp-net-web-pages-2 AND   
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
ms-asp-net-web-pages-templates.license,SPDXRef-item4643,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-asp-net-web-pages-templates",NOASSERTION
ms-azure-data-studio.license,SPDXRef-item3262,NOASSERTION,,"      
  LicenseRef-scancode-ms-azure-data-studio AND   
  LicenseRef-fossology-Microsoft-possibility",NOASSERTION
ms-azure-spatialanchors-2.9.0.license,SPDXRef-item4568,NOASSERTION,,"      
  LicenseRef-scancode-ms-azure-spatialanchors-2.9.0 AND   
  LicenseRef-fossology-Microsoft-possibility",NOASSERTION
ms-capicom.license,SPDXRef-item3743,NOASSERTION,,"      
  LicenseRef-scancode-ms-capicom AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-cl.license,SPDXRef-item4260,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-ms-cl",NOASSERTION
ms-cla.license,SPDXRef-item4667,NOASSERTION,,"      
  LicenseRef-scancode-generic-cla AND       
  LicenseRef-scancode-ms-cla AND   
  LicenseRef-fossology-CCPL",NOASSERTION
ms-container-eula.license,SPDXRef-item3983,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-python-vscode-pylance-2021",NOASSERTION
ms-control-spy-2.0.license,SPDXRef-item5145,NOASSERTION,,"      
  LicenseRef-scancode-ms-control-spy-2.0 AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-data-tier-af-2022.license,SPDXRef-item4175,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-data-tier-af-2022",NOASSERTION
ms-developer-services-agreement-2018-06.license,SPDXRef-item4726,NOASSERTION,,"      
  LicenseRef-scancode-ms-dev-services-2018-06 AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
ms-developer-services-agreement.license,SPDXRef-item5028,NOASSERTION,,"  
  MS-LPL AND       
  LicenseRef-scancode-ms-dev-services-agreement",NOASSERTION
ms-device-emulator-3.0.license,SPDXRef-item3805,NOASSERTION,,"      
  LicenseRef-scancode-ms-device-emulator-3.0 AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-direct3d-d3d120n7-1.1.0.license,SPDXRef-item2921,NOASSERTION,,"      
  LicenseRef-scancode-ms-direct3d-d3d120n7-1.1.0 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ms-directx-sdk-eula-2020.license,SPDXRef-item3982,NOASSERTION,,"      
  LicenseRef-scancode-ms-asp-net-web-pages-templates AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-directx-sdk-eula.license,SPDXRef-item3467,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-directx-sdk-eula",NOASSERTION
ms-dxsdk-d3dx-9.29.952.3.license,SPDXRef-item5104,NOASSERTION,,"      
  LicenseRef-scancode-ms-dxsdk-d3dx-9.29.952.3 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ms-edge-devtools-2022.license,SPDXRef-item3061,NOASSERTION,,"  
  LicenseRef-fossology-Microsoft-possibility AND       
  LicenseRef-scancode-ms-python-vscode-pylance-2021",NOASSERTION
ms-edge-webview2-fixed.license,SPDXRef-item3629,NOASSERTION,,"  
  LGPL-2.1-or-later AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-LGPL AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
ms-edge-webview2.license,SPDXRef-item4347,NOASSERTION,,"  
  LicenseRef-fossology-LGPL AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-proprietary-license AND   
  LGPL-2.1-or-later",NOASSERTION
ms-entity-framework-4.1.license,SPDXRef-item3694,NOASSERTION,,"  
  LicenseRef-fossology-Microsoft-possibility AND       
  LicenseRef-scancode-ms-entity-framework-4.1 AND       
  LicenseRef-scancode-ms-net-framework-4-supp-terms",NOASSERTION
ms-entity-framework-5.license,SPDXRef-item3538,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-entity-framework-5 AND       
  LicenseRef-scancode-ms-net-framework-4-supp-terms",NOASSERTION
ms-eula-win-script-host.license,SPDXRef-item3678,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-eula-win-script-host",NOASSERTION
ms-exchange-server-2010-sp2-sdk.license,SPDXRef-item4959,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-exchange-srv-2010-sp2-sdk",NOASSERTION
ms-iis-container-images-eula-2020.license,SPDXRef-item2684,NOASSERTION,,"  
  LicenseRef-fossology-Restricted-rights AND       
  LicenseRef-scancode-ms-iis-container-eula-2020 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ms-ilmerge.license,SPDXRef-item3394,NOASSERTION,,"      
  LicenseRef-scancode-ms-ilmerge AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-invisible-eula-1.0.license,SPDXRef-item3384,NOASSERTION,,"      
  LicenseRef-scancode-ms-invisible-eula-1.0 AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
ms-jdbc-driver-40-sql-server.license,SPDXRef-item3389,NOASSERTION,,"      
  LicenseRef-scancode-ms-jdbc-driver-40-sql-server AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-jdbc-driver-41-sql-server.license,SPDXRef-item2920,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-jdbc-driver-41-sql-server",NOASSERTION
ms-jdbc-driver-60-sql-server.license,SPDXRef-item3020,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-jdbc-driver-60-sql-server",NOASSERTION
ms-kinext-win-sdk.license,SPDXRef-item4101,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-kinext-win-sdk",NOASSERTION
ms-limited-community.license,SPDXRef-item5094,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-limited-community",NOASSERTION
ms-limited-public.license,SPDXRef-item2914,NOASSERTION,,"  
  MS-LPL",NOASSERTION
ms-lpl.license,SPDXRef-item3638,NOASSERTION,,"  
  MS-LPL",NOASSERTION
ms-msn-webgrease.license,SPDXRef-item3969,NOASSERTION,,"      
  LicenseRef-scancode-ms-msn-webgrease AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-net-framework-4-supplemental-terms.license,SPDXRef-item3253,NOASSERTION,,"      
  LicenseRef-scancode-ms-net-framework-4-supp-terms AND   
  LicenseRef-fossology-Microsoft-possibility",NOASSERTION
ms-net-framework-deployment.license,SPDXRef-item3025,NOASSERTION,,"      
  LicenseRef-scancode-ms-net-framework-deployment AND   
  LicenseRef-fossology-MS-EULA",NOASSERTION
ms-net-library-2016-05.license,SPDXRef-item4160,NOASSERTION,,"      
  LicenseRef-scancode-ms-net-library-2016-05 AND   
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-net-library AND       
  LicenseRef-scancode-ms-net-library-2018-11",NOASSERTION
ms-net-library-2018-11.license,SPDXRef-item3998,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-net-library-2018-11 AND       
  LicenseRef-scancode-ms-net-library",NOASSERTION
ms-net-library-2019-06.license,SPDXRef-item3993,NOASSERTION,,"      
  LicenseRef-scancode-ms-net-library-2019-06 AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-net-library-2018-11",NOASSERTION
ms-net-library-2020-09.license,SPDXRef-item3608,NOASSERTION,,"      
  LicenseRef-scancode-ms-net-library-2018-11 AND   
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-net-library-2020-09",NOASSERTION
ms-net-library.license,SPDXRef-item3173,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-net-library-2018-11 AND       
  LicenseRef-scancode-ms-net-library",NOASSERTION
ms-nt-resource-kit.license,SPDXRef-item2682,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-nt-resource-kit",NOASSERTION
ms-nuget-package-manager.license,SPDXRef-item3038,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-ms-nuget AND       
  LicenseRef-scancode-ms-nuget-package-manager",NOASSERTION
ms-nuget.license,SPDXRef-item2778,NOASSERTION,,"      
  LicenseRef-scancode-ms-nuget AND   
  LicenseRef-fossology-GPL AND   
  LicenseRef-fossology-Dual-license",NOASSERTION
ms-office-extensible-file.license,SPDXRef-item5178,NOASSERTION,,"  
  MS-PL AND   
  MS-LPL AND       
  LicenseRef-scancode-ms-office-extensible-file",NOASSERTION
ms-office-system-programs-eula.license,SPDXRef-item3277,NOASSERTION,,"      
  LicenseRef-scancode-ms-office-system-programs-eula AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ms-opus-patent-2012.license,SPDXRef-item2819,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-Non-profit AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ms-patent-promise-mono.license,SPDXRef-item4629,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-patent-promise-mono",NOASSERTION
ms-patent-promise.license,SPDXRef-item3966,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-patent-promise",NOASSERTION
ms-permissive-1.1.license,SPDXRef-item4690,NOASSERTION,,"  
  MS-PL",NOASSERTION
ms-pl-html.license,SPDXRef-item3129,NOASSERTION,,"  
  MS-PL",NOASSERTION
ms-pl.license,SPDXRef-item4525,NOASSERTION,,"  
  MS-PL AND   
  LicenseRef-fossology-MPL",NOASSERTION
ms-platform-sdk.license,SPDXRef-item2850,NOASSERTION,,"  
  LicenseRef-fossology-MS-EULA AND       
  LicenseRef-scancode-ms-platform-sdk",NOASSERTION
ms-pre-release-sla-2023.license,SPDXRef-item3462,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial",NOASSERTION
ms-programsynthesis-7.22.0.license,SPDXRef-item4472,NOASSERTION,,"      
  LicenseRef-scancode-ms-programsynthesis-7.22.0 AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
ms-python-vscode-pylance-2021.license,SPDXRef-item4859,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-ms-python-vscode-pylance-2021",NOASSERTION
